# base64_utf8_original	base64_utf8_russian
QWxs	0JLRgdC1
QmF5IDcgaGFzIGEgbmVzdCBvZiBzb21ldGhpbmcgdGhhdCBoYXMgYmVlbiBlYXRpbmcgdGhlIGdyYWluIHN0b2NrLiBUaGUgc3RhdGlvbiBhZ3Jvbm9taXN0IHdhbnRzIGl0IGNsZWFyZWQgYmVmb3JlIGl0IHNwb2lscyB0aGUgc291cCBzdXBwbHkuIFBldHR5IHRpZXI6IHRoZSB3b3JzdCB0aGUgdmVybWluIGNhbiBkbyBpcyBhIHNjcmF0Y2guIEEgc2FmZSBwbGFjZSB0byBsZWFybiBob3cgY29tYmF0IHNjZW5lcyByZWFkLg==	0J7RgtGB0LXQuiA3INC40LzQtdC10YIg0LPQvdC10LfQtNC+INGH0LXQs9C+LdGC0L4sINGH0YLQviDQv9C+0LXQtNCw0LXRgiDQt9Cw0L/QsNGB0Ysg0LfQtdGA0L3QsC4g0JDQs9GA0L7QvdC+0Lwg0YHRgtCw0L3RhtC40Lgg0YXQvtGH0LXRgiwg0YfRgtC+0LHRiyDQtdC1INC+0YfQuNGB0YLQuNC70LgsINC/0YDQtdC20LTQtSDRh9C10Lwg0L7QvdCwINC40YHQv9C+0YDRgtC40YIg0LfQsNC/0LDRgdGLINGB0YPQv9CwLiDQnNC10LvQutC40Lkg0YPRgNC+0LLQtdC90Yw6INGF0YPQtNGI0LXQtSwg0YfRgtC+INC80L7QttC10YIg0YHQtNC10LvQsNGC0Ywg0L/QsNGA0LDQt9C40YIsIOKAlCDRjdGC0L4g0L/QvtGG0LDRgNCw0L/QsNGC0YwuINCR0LXQt9C+0L/QsNGB0L3QvtC1INC80LXRgdGC0L4sINCz0LTQtSDQvNC+0LbQvdC+INGD0LfQvdCw0YLRjCwg0LrQsNC6INGH0LjRgtCw0Y7RgtGB0Y8g0LHQvtC10LLRi9C1INGB0YbQtdC90Ysu
QmVmb3JlIGxpZnRpbmcgdGhlIGNhc2tldCwgdGhlIGNyZXcgcmVhZCB0aGUgY3JpbWUgbG9yZCdzIG1hcmtzIG9uIGl0IGFuZCBkZWNpZGVkIHRoaXMgd2FzIG5vdCB0aGVpciBmaWdodC4gVGhleSBuZXZlciB0b3VjaGVkIGl0LCBzbyB0aGVyZSBpcyBub3RoaW5nIHRvIGFiYW5kb24gYW5kIG5vIGNyZWQgdG8gbG9zZTogdGhleSBzaW1wbHkgd2Fsa2VkLiBObyBwYXksIGJ1dCBubyBoZWF0IGFuZCBubyBlbmVteSBtYWRlLg==	0J/RgNC10LbQtNC1INGH0LXQvCDQv9C+0LTQvdGP0YLRjCDQs9GA0L7QsSwg0LrQvtC80LDQvdC00LAg0L/RgNC+0YfQuNGC0LDQu9CwINC90LAg0L3QtdC8INC+0YLQvNC10YLQuNC90Ysg0LrRgNC40LzQuNC90LDQu9GM0L3QvtCz0L4g0LDQstGC0L7RgNC40YLQtdGC0LAg0Lgg0YDQtdGI0LjQu9CwLCDRh9GC0L4g0Y3RgtC+INC90LUg0LjRhSDQsdC+0LkuINCe0L3QuCDQvdC40LrQvtCz0LTQsCDQuiDQvdC10LzRgyDQvdC1INC/0YDQuNC60LDRgdCw0LvQuNGB0YwsINGC0LDQuiDRh9GC0L4g0L3QtdGH0LXQs9C+INGC0LXRgNGP0YLRjCDQuCDQvdC10YfQtdCz0L4g0YLQtdGA0Y/RgtGMOiDQvtC90Lgg0L/RgNC+0YHRgtC+INGI0LvQuC4g0J3QuNC60LDQutC+0Lkg0LfQsNGA0L/Qu9Cw0YLRiywg0L3QviDQvdC40LrQsNC60L7Qs9C+INGC0LXQv9C70LAg0Lgg0L3QuNC60LDQutC40YUg0LLRgNCw0LPQvtCyLg==
VGhyZWUgbGl2ZSBvcHRpb25zOiBkZWxpdmVyIHRvIHRoZSBmaXhlciBhbmQgdGFrZSB0aGUgbW9uZXkgKHRoZSBjcmltZSBsb3JkIGxvc2VzIGhpcyBwcmlzb25lciksIGJyZWFrIHRoZSBzZWFsIGFuZCBmcmVlIHRoZSB2aWN0aW0gKG5vYm9keSBnZXRzIHRvIGludGVycm9nYXRlIHRoZW0pLCBvciBzZWxsIHRoZSBjYXNrZXQgYmFjayB0byB0aGUgY3JpbWUgbG9yZCBmb3IgbW9yZSB0aGFuIHRoZSBmaXhlciBvZmZlcmVkLg==	0KLRgNC4INC20LjQstGL0YUg0LLQsNGA0LjQsNC90YLQsDog0LTQvtGB0YLQsNCy0LjRgtGMINC/0L7RgdGA0LXQtNC90LjQutGDINC4INC30LDQsdGA0LDRgtGMINC00LXQvdGM0LPQuCAo0LrRgNC40LzQuNC90LDQu9GM0L3Ri9C5INCw0LLRgtC+0YDQuNGC0LXRgiDRgtC10YDRj9C10YIg0L/Qu9C10L3QvdC40LrQsCksINGB0LvQvtC80LDRgtGMINC/0LXRh9Cw0YLRjCDQuCDQvtGB0LLQvtCx0L7QtNC40YLRjCDQttC10YDRgtCy0YMgKNC90LjQutGC0L4g0L3QtSDRgdC80L7QttC10YIg0LXQtSDQtNC+0L/RgNC+0YHQuNGC0YwpINC40LvQuCDQv9GA0L7QtNCw0YLRjCDQs9GA0L7QsSDQvtCx0YDQsNGC0L3QviDQutGA0LjQvNC40L3QsNC70YzQvdC+0LzRgyDQsNCy0YLQvtGA0LjRgtC10YLRgyDQt9CwINCx0L7Qu9GM0YjRg9GOINGG0LXQvdGDLCDRh9C10Lwg0L/RgNC10LTQu9C+0LbQuNC7INGE0LjQutGB0LXRgC4=
U2tpcCB0aGUgY3JhZnQuIFdhbGsgdXAgdG8gdGhlIGNvbGxlY3RvciBpbiBwdWJsaWMgYW5kIHNob290IGhpbSwgYm9keWd1YXJkIGFuZCB3aXRuZXNzZXMgYmUgZGFtbmVkLiBEcm9wcyBzdHJhaWdodCBpbnRvIHRoZSBib2R5Z3VhcmQgZmlnaHQgKFRocmVhdCAxMCkgd2l0aCBubyBzZXR1cCBhbmQgZnVsbCBhdHRlbnRpb24gb24gdGhlIGNyZXcuIFRoZSBibHVudGVzdCBwYXRoIHRvIGEgTG91ZCBlbmRpbmcgb3IgYSBkZWFkIHBhd24u	0J/RgNC+0L/Rg9GB0YLQuNGC0LUg0L/QvtC00LXQu9C60YMuINCf0L7QtNC+0LnQtNC40YLQtSDQuiDQutC+0LvQu9C10LrRgtC+0YDRgyDQvdCwINC/0YPQsdC70LjQutC1INC4INC30LDRgdGC0YDQtdC70LjRgtC1INC10LPQviwg0LHRg9C00Ywg0L7QvSDQv9GA0L7QutC70Y/RgiDRgSDRgtC10LvQvtGF0YDQsNC90LjRgtC10LvQtdC8INC4INGB0LLQuNC00LXRgtC10LvRj9C80LguINCf0YDRi9Cz0LDQtdGCINC/0YDRj9C80L4g0LIg0LHQvtC5INGBINGC0LXQu9C+0YXRgNCw0L3QuNGC0LXQu9GP0LzQuCAo0KPQs9GA0L7Qt9CwIDEwKSDQsdC10Lcg0L/QvtC00LPQvtGC0L7QstC60Lgg0Lgg0YEg0L/QvtC70L3Ri9C8INCy0L3QuNC80LDQvdC40LXQvCDQuiDRjdC60LjQv9Cw0LbRgy4g0KHQsNC80YvQuSDRgtGD0L/QvtC5INC/0YPRgtGMINC6INCz0YDQvtC80LrQvtC80YMg0YTQuNC90LDQu9GDINC40LvQuCDQvNC10YDRgtCy0L7QuSDQv9C10YjQutC1Lg==
VGhlIGNyZXcgZ3VubmVkIGRvd24gdGhlIGhhbmRvZmYgYW5kIGtlcHQgYm90aCB0aGUgY2Fza2V0IGFuZCB0aGUgY2FzaC4gUmljaCwgbG91ZCwgYW5kIG5vdyBob2xkaW5nIHRoZSBwZXJzb24gdGhlIGZpeGVyIGFuZCB0aGUgY3JpbWUgbG9yZCBib3RoIHdhbnQsIHdpdGggYm90aCBzaWRlcyBodW50aW5nIGZvciB0aGVtLiBXaGF0ZXZlciB0aGUgY3JldyBkb2VzIHdpdGggdGhlIG9jY3VwYW50IG5vdyBpcyB0aGVpcnMgdG8gZGVjaWRlLg==	0K3QutC40L/QsNC2INC/0YDQtdGB0LXQuiDQv9C10YDQtdC00LDRh9GDINC4INGB0L7RhdGA0LDQvdC40Lsg0LPRgNC+0LEg0Lgg0LTQtdC90YzQs9C4LiDQkdC+0LPQsNGC0YvQuSwg0LPRgNC+0LzQutC40Lkg0Lgg0YLQtdC/0LXRgNGMINGD0LTQtdGA0LbQuNCy0LDRjtGJ0LjQuSDQsiDRgdCy0L7QuNGFINGA0YPQutCw0YUg0YfQtdC70L7QstC10LrQsCwg0LrQvtGC0L7RgNC+0LPQviDRhdC+0YLRj9GCINC4INC90LDRgdGC0LDQstC90LjQuiwg0Lgg0LrRgNC40LzQuNC90LDQu9GM0L3Ri9C5INCw0LLRgtC+0YDQuNGC0LXRgiwg0Lgg0L7QsdC1INGB0YLQvtGA0L7QvdGLINC+0YXQvtGC0Y/RgtGB0Y8g0LfQsCDQvdC40LwuINCn0YLQviDQsdGLINC60L7QvNCw0L3QtNCwINGC0LXQv9C10YDRjCDQvdC4INC00LXQu9Cw0LvQsCDRgSDQv9Cw0YHRgdCw0LbQuNGA0L7QvCwg0LjQvCDRgNC10YjQsNGC0Ywu
VGhlIGNyZXcgbG9va2VkIGF0IHRoZSBmcmVpZ2h0ZXIncyBlaWdodC1zdHJvbmcgY3JldyBhbmQgdGhlIGZvdXItaG91ciBjbG9jayBhbmQgd2Fsa2VkIGF3YXkgZnJvbSB0aGUgYWlybG9jayBiZWZvcmUgY29tbWl0dGluZy4gVGhlIGpvYiBpcyBkZWNsaW5lZCwgbm90IGZhaWxlZCBpbiBibG9vZDogbm8gY2FyZ28sIG5vIHBheSwgYnV0IG5vIGJvYXJkaW5nIGdvbmUgd3JvbmcgYW5kIG5vIHNoaXBwaW5nIGxpbmUgaHVudGluZyB0aGVtLg==	0K3QutC40L/QsNC2INC/0L7RgdC80L7RgtGA0LXQuyDQvdCwINC60L7QvNCw0L3QtNGDINCz0YDRg9C30L7QstC+0LPQviDRgdGD0LTQvdCwINC40Lcg0LLQvtGB0YzQvNC4INGH0LXQu9C+0LLQtdC6INC4INGH0LXRgtGL0YDQtdGF0YfQsNGB0L7QstGL0LUg0YfQsNGB0Ysg0Lgg0YPRiNC10Lsg0L7RgiDRiNC70Y7Qt9CwLCDQv9GA0LXQttC00LUg0YfQtdC8INGB0L7QstC10YDRiNC40YLRjCDQtNC10LnRgdGC0LLQuNC1LiDQoNCw0LHQvtGC0LAg0L7RgtC60LvQvtC90LXQvdCwLCDQvdC+INC90LUg0L/RgNC+0LLQsNC70LXQvdCwINC60YDQvtCy0LDQstC+OiDQvdC4INCz0YDRg9C30LAsINC90Lgg0LfQsNGA0L/Qu9Cw0YLRiywg0L3QviDQvdC4INC+0LTQvdCwINC/0L7RgdCw0LTQutCwINC90LUg0L7RiNC40LHQu9Cw0YHRjCwg0Lgg0L3QuCDQvtC00L3QsCDRgdGD0LTQvtGF0L7QtNC90LDRjyDQu9C40L3QuNGPINC90LUg0L7RhdC+0YLQuNGC0YHRjyDQt9CwINC90LjQvNC4Lg==
VGhpcyBpcyB0b28gbXVjaC4gQmVmb3JlIHRoZSB3aXJlIGNhdGNoZXMgYW55dGhpbmcgd29ydGggdGhlIHJpc2ssIHRoZSBjcmV3IHNldHMgZG93biBhIGRyaW5rIGFuZCBzbGlwcyBvdXQgdGhlIHdheSB0aGV5IGNhbWUuIE5vIHJlY29yZGluZywgbm8gcGF5LCBidXQgdGhlIHJlY29yZGVyIGlzIGludGFjdCBhbmQgdW5zcGVudCBhbmQgbm9ib2R5IG1hZGUgdGhlbS4gVGhlIGZpeGVyIGtlZXBzIGhpcyBoYXJkd2FyZSBhbmQgc2hydWdzLg==	0K3RgtC+INGB0LvQuNGI0LrQvtC8LiDQn9GA0LXQttC00LUg0YfQtdC8INGC0YDQvtGBINC30LDRhtC10L/QuNGCINGH0YLQvi3QvdC40LHRg9C00Ywg0YHRgtC+0Y/RidC10LUsINC60L7QvNCw0L3QtNCwINGB0YLQsNCy0LjRgiDQvdCw0L/QuNGC0L7QuiDQuCDRg9GB0LrQvtC70YzQt9Cw0LXRgiDRgtC10Lwg0LbQtSDQv9GD0YLQtdC8LCDQutC+0YLQvtGA0YvQvCDQv9GA0LjRiNC70LAuINCd0Lgg0LfQsNC/0LjRgdC4LCDQvdC4INC+0L/Qu9Cw0YLRiywg0L3QviDQtNC40LrRgtC+0YTQvtC90Ysg0YbQtdC70Ysg0Lgg0L3QtdC40LfRgNCw0YHRhdC+0LTQvtCy0LDQvdGLLCDQuCDQuNGFINC90LjQutGC0L4g0L3QtSDQtNC10LvQsNC7LiDQoNC10LzQvtC90YLQvdC40Log0L7RgdGC0LDQstC70Y/QtdGCINGB0LLQvtC1INC+0LHQvtGA0YPQtNC+0LLQsNC90LjQtSDQuCDQv9C+0LbQuNC80LDQtdGCINC/0LvQtdGH0LDQvNC4Lg==
VGhlIG9yYml0YWwgcGxhdGZvcm0gZmVlbHMgYSBsb3QgY29sZGVyIHdoZW4geW91ciBwb2NrZXRzIGFyZSBlbXB0eS4gWW91IGFyZSBkb3duIHRvIGFic29sdXRlIHplcm8uIFlvdSBoYXZlIG5vIHNpbHZlciwgbm8gc3RvY2ssIGFuZCBsZXNzIHRoYW4gNTAgY2hlbWZ1ZWwuIFlvdSBkb24ndCBvd24gdGhlIGJlcnRoIHlvdSdyZSBkb2NrZWQgaW4sIGFuZCB5b3UgY2VydGFpbmx5IGRvbid0IG93biB0aGUgYWlyIHlvdSdyZSBicmVhdGhpbmcu	0J3QsCDQvtGA0LHQuNGC0LDQu9GM0L3QvtC5INC/0LvQsNGC0YTQvtGA0LzQtSDRgdGC0LDQvdC+0LLQuNGC0YHRjyDQvdCw0LzQvdC+0LPQviDRhdC+0LvQvtC00L3QtdC1LCDQutC+0LPQtNCwINCy0LDRiNC4INC60LDRgNC80LDQvdGLINC/0YPRgdGC0YsuINCS0Ysg0L7Qv9GD0YHRgtC40LvQuNGB0Ywg0LTQviDQsNCx0YHQvtC70Y7RgtC90L7Qs9C+INC90YPQu9GPLiDQoyDQstCw0YEg0L3QtdGCINGB0LXRgNC10LHRgNCwLCDQvdC10YIg0LfQsNC/0LDRgdC+0LIg0Lgg0LzQtdC90YzRiNC1IDUwINGF0LjQvNGC0L7Qv9C70LjQstCwLiDQktGLINC90LUg0LLQu9Cw0LTQtdC10YLQtSDQv9GA0LjRh9Cw0LvQvtC8LCDQuiDQutC+0YLQvtGA0L7QvNGDINC/0YDQuNGI0LLQsNGA0YLQvtCy0LDQvdGLLCDQuCDRg9C2INGC0L7Rh9C90L4g0L3QtSDQstC70LDQtNC10LXRgtC1INCy0L7Qt9C00YPRhdC+0LwsINC60L7RgtC+0YDRi9C8INC00YvRiNC40YLQtS4=
TWlzc2VkIHRoZSBtb3ZlIGFuZCB0aGUgbWVjaGFuaWMgY2xvY2tzIHRoZSBzY3J1dGlueS4gSGUgZ2V0cyBjYXJlZnVsOiBldmVyeSBmdXJ0aGVyIHJlYWQgaXMgaGFyZGVyLCBhbmQgaWYgaGUgZGVjaWRlcyBoZSBpcyB0cnVseSBiZWluZyB3YXRjaGVkIGhlIGZvbGRzIGhpcyBoYW5kIGFuZCB3YWxrcyAodGhlIGpvYiBpcyBsb3N0KS4gVGhlIGNyZXcgY2FuIHRyeSBvbmNlIG1vcmUsIGF0IGEgcGVuYWx0eS4gTm90IGEgZnJlZSByZS13YXRjaC4=	0J/RgNC+0L/Rg9GB0YLQuNC7INGF0L7QtCwg0Lgg0LzQtdGF0LDQvdC40Log0L3QsNCx0LvRjtC00LDQtdGCINC30LAg0L7RgdC80L7RgtGA0L7QvC4g0J7QvSDRgdGC0LDQvdC+0LLQuNGC0YHRjyDQvtGB0YLQvtGA0L7QttC90YvQvDog0LrQsNC20LTQvtC1INC00LDQu9GM0L3QtdC50YjQtdC1INGH0YLQtdC90LjQtSDRgdGC0LDQvdC+0LLQuNGC0YHRjyDQstGB0LUg0YLRgNGD0LTQvdC10LUsINC4INC10YHQu9C4INC+0L0g0YDQtdGI0LDQtdGCLCDRh9GC0L4g0LfQsCDQvdC40Lwg0LTQtdC50YHRgtCy0LjRgtC10LvRjNC90L4g0L3QsNCx0LvRjtC00LDRjtGCLCDQvtC9INGB0LrQu9Cw0LTRi9Cy0LDQtdGCINGA0YPQutC4INC4INGD0YXQvtC00LjRgiAo0YDQsNCx0L7RgtCwINC/0L7RgtC10YDRj9C90LApLiDQrdC60LjQv9Cw0LYg0LzQvtC20LXRgiDQv9C+0L/Ri9GC0LDRgtGM0YHRjyDQtdGJ0LUg0YDQsNC3INGB0L4g0YjRgtGA0LDRhNC+0LwuINCd0LUg0LHQtdGB0L/Qu9Cw0YLQvdGL0Lkg0L/QvtCy0YLQvtGA0L3Ri9C5INC/0YDQvtGB0LzQvtGC0YAu
TW92ZSBtb3JlIHRoYW4gdGhlIHF1b3RhLiBBIGNsZWFuIHN1Y2Nlc3MgZWFybnMgYSBib251cyBvbiB0b3Agb2YgdGhlIGZsYXQgcmF0ZSBhbmQgYSBzbWFsbCByZWxpYWJpbGl0eSBjcmVkIHdpdGggdGhlIGRvY2sgYm9zczsgYSBmYWlsIGlzIGhvbmVzdCBlZmZvcnQgdGhhdCBzdGlsbCBmYWxscyBzaG9ydCBvZiBxdW90YSwgc28gaXQgcGF5cyB0aGUgZmxhdCByYXRlIHdpdGggbm8gYm9udXMuIFBoeXNpcXVlIGNhcnJpZXMgdGhpcyBjaGVjay4=	0J/QtdGA0LXQvNC10YHRgtC40YLQtSDQsdC+0LvRjNGI0LUsINGH0LXQvCDQv9GA0LXQtNGD0YHQvNC+0YLRgNC10L3QviDQutCy0L7RgtC+0LkuINCn0LjRgdGC0YvQuSDRg9GB0L/QtdGFINC/0YDQuNC90L7RgdC40YIg0LHQvtC90YPRgSDRgdCy0LXRgNGFINGE0LjQutGB0LjRgNC+0LLQsNC90L3QvtC5INGB0YLQsNCy0LrQuCDQuCDQvdC10LHQvtC70YzRiNC+0Lkg0LrRgNC10LTQuNGCINC00L7QstC10YDQuNGPINGDINC90LDRh9Cw0LvRjNC90LjQutCwINC00L7QutCwOyDQvdC10YPQtNCw0YfQsCDigJQg0Y3RgtC+INGH0LXRgdGC0L3QvtC1INGD0YHQuNC70LjQtSwg0LrQvtGC0L7RgNC+0LUg0LLRgdC1INC10YnQtSDQvdC1INGB0L7QvtGC0LLQtdGC0YHRgtCy0YPQtdGCINC60LLQvtGC0LUsINC/0L7RjdGC0L7QvNGDINC10LzRgyDQstGL0L/Qu9Cw0YfQuNCy0LDQtdGC0YHRjyDRhNC40LrRgdC40YDQvtCy0LDQvdC90LDRjyDRgdGC0LDQstC60LAg0LHQtdC3INC60LDQutC40YUt0LvQuNCx0L4g0LHQvtC90YPRgdC+0LIuINCi0LXQu9C+0YHQu9C+0LbQtdC90LjQtSDQstGL0LTQtdGA0LbQuNCy0LDQtdGCINGN0YLRgyDQv9GA0L7QstC10YDQutGDLg==
Q2FyZ28gYmF5IDIgaXMgYmFja2VkIHVwIGFuZCB0aGUgZG9jayBib3NzIG5lZWRzIGhhbmRzLiBTaXggaG91cnMsIGZsYXQgcmF0ZSwgbm8gcXVlc3Rpb25zIGFib3V0IHdobyB0aGUgY3JldyBpcy4gVGhpcyBqb2IgZXhpc3RzIHNvIGEgYnJva2UgY2FyYXZhbiBjYW4gYWx3YXlzIGVhcm4gZnVlbCBtb25leTsgaXQgaXMgdGhlIGZsb29yIG9mIHRoZSBzb2x2ZW5jeSBsb29wIChzaWx2ZXIgaGVyZSBidXlzIGZ1ZWwgYXQgdGhlIGZ1ZWwgc2hvcCku	0JPRgNGD0LfQvtCy0L7QuSDQvtGC0YHQtdC6IDIg0LfQsNGA0LXQt9C10YDQstC40YDQvtCy0LDQvSwg0Lgg0L3QsNGH0LDQu9GM0L3QuNC60YMg0LTQvtC60LAg0L3Rg9C20L3RiyDRgNGD0LrQuC4g0KjQtdGB0YLRjCDRh9Cw0YHQvtCyINC/0L4g0YTQuNC60YHQuNGA0L7QstCw0L3QvdC+0Lkg0YHRgtCw0LLQutC1LCDQvdC40LrQsNC60LjRhSDQstC+0L/RgNC+0YHQvtCyINC+INGB0L7RgdGC0LDQstC1INC60L7QvNCw0L3QtNGLLiDQrdGC0LAg0YDQsNCx0L7RgtCwINGB0YPRidC10YHRgtCy0YPQtdGCINC00LvRjyDRgtC+0LPQviwg0YfRgtC+0LHRiyDRgNCw0LfQvtGA0LjQstGI0LjQudGB0Y8g0LrQsNGA0LDQstCw0L0g0LLRgdC10LPQtNCwINC80L7QsyDQt9Cw0YDQsNCx0L7RgtCw0YLRjCDQtNC10L3RjNCz0Lgg0L3QsCDRgtC+0L/Qu9C40LLQvjsg0Y3RgtC+INC90LjQttC90Y/RjyDQs9GA0LDQvdC40YbQsCDRhtC40LrQu9CwINC/0LvQsNGC0LXQttC10YHQv9C+0YHQvtCx0L3QvtGB0YLQuCAo0LfQtNC10YHRjCDRgdC10YDQtdCx0YDQviDQv9C+0LrRg9C/0LDQtdGCINGC0L7Qv9C70LjQstC+INCyINGC0L7Qv9C70LjQstC90L7QvCDQvNCw0LPQsNC30LjQvdC1KS4=
VGhlIG9jY3VwYW50IHN0aXJzIGFuZCB0aGUgY3JldyBjYW4gdGFsayB0byB0aGVtIHRocm91Z2ggdGhlIGNhc2tldCBnbGFzcy4gRU1QIGNoZWNrcyBwdWxsIG91dCB3aG8gdGhleSByZWFsbHkgYXJlOiBhIGtpZG5hcCB2aWN0aW0gdGhlIGNyaW1lIGxvcmQgYnVyaWVkIGluIGljZSBiZWNhdXNlIHRoZXkga25vdyBzb21ldGhpbmcgaGUgbmVlZHMgaGlkZGVuLiBUaGlzIHJldmVhbHMgdGhlIHRydXRoIGV2ZW4gaWYgU2NlbmUgMSBtaXNzZWQgaXQu	0J/QsNGB0YHQsNC20LjRgCDRiNC10LLQtdC70LjRgtGB0Y8sINC4INGN0LrQuNC/0LDQtiDQvNC+0LbQtdGCINGA0LDQt9Cz0L7QstCw0YDQuNCy0LDRgtGMINGBINC90LjQvCDRh9C10YDQtdC3INGB0YLQtdC60LvQviDQs9GA0L7QsdCwLiDQn9GA0L7QstC10YDQutC4INCt0JzQmCDQstGL0Y/RgdC90Y/RjtGCLCDQutGC0L4g0L7QvdC4INC90LAg0YHQsNC80L7QvCDQtNC10LvQtTog0LbQtdGA0YLQstCwINC/0L7RhdC40YnQtdC90LjRjywg0LrRgNC40LzQuNC90LDQu9GM0L3Ri9C5INCw0LLRgtC+0YDQuNGC0LXRgiwg0L/QvtGF0L7RgNC+0L3QtdC90L3Ri9C5INCy0L4g0LvRjNC00YMsINC/0L7RgtC+0LzRgyDRh9GC0L4g0L7QvdC4INC30L3QsNGO0YIg0LrQvtC1LdGH0YLQviwg0YfRgtC+INC10LzRgyDQvdGD0LbQvdC+INGB0LrRgNGL0YLRjC4g0K3RgtC+INGA0LDRgdC60YDRi9Cy0LDQtdGCINC/0YDQsNCy0LTRgywg0LTQsNC20LUg0LXRgdC70Lgg0YHRhtC10L3QsCAxINC10LUg0YPQv9GD0YHRgtC40LvQsC4=
VGhyZWF0IDEwIGluIGEgdHViZSB3aXRoIGxpdHRsZSBjb3ZlciAoRGVtb2xpdGlvbnMgaGFyZC1mYWlsLCBjbG9zZS1yb3V0ZSBkZXRlY3Rpb24sIGEgYmxvd24gc29mdCBhdHRlbXB0IHRoYXQgZHJvdmUgaGltIHRvIGhpcyBndWFyZHMsIG9yIHRoZSBsb3VkIG9wdGlvbikuIFdpbm5pbmcgd2hpbGUgdGhlIHRhcmdldCBpcyBwcmVzZW50IHN0aWxsIHNjb3JlcyBhIExvdWQga2lsbDsgbG9zaW5nIGlzIGNyZXcgZG93biBvbiBhIERlYWRseSBqb2Iu	0KPQs9GA0L7Qt9CwIDEwINCyINGC0YDRg9Cx0LUg0YEg0L3QtdCx0L7Qu9GM0YjQuNC8INGD0LrRgNGL0YLQuNC10LwgKNC20LXRgdGC0LrQuNC5INC/0YDQvtCy0LDQuyDRgdC90L7RgdCwLCDQvtCx0L3QsNGA0YPQttC10L3QuNC1INCx0LvQuNC30LrQvtCz0L4g0LzQsNGA0YjRgNGD0YLQsCwg0YHQu9Cw0LHQsNGPINC/0L7Qv9GL0YLQutCwINCy0LfRgNGL0LLQsCwg0LrQvtGC0L7RgNCw0Y8g0LTQvtCy0LXQu9CwINC10LPQviDQtNC+INC+0YXRgNCw0L3QvdC40LrQvtCyLCDQuNC70Lgg0LPRgNC+0LzQutC40Lkg0LLQsNGA0LjQsNC90YIpLiDQn9C+0LHQtdC00LAsINC/0L7QutCwINGG0LXQu9GMINC/0YDQuNGB0YPRgtGB0YLQstGD0LXRgiwg0L/Qvi3Qv9GA0LXQttC90LXQvNGDINC/0YDQuNCy0L7QtNC40YIg0Log0LPRgNC+0LzQutC+0LzRgyDRg9Cx0LjQudGB0YLQstGDOyDQv9GA0L7QuNCz0YDRi9GIIOKAlCDRjdGC0L4g0L/QvtGC0LXRgNGPINC60L7QvNCw0L3QtNGLINC90LAg0YHQvNC10YDRgtC10LvRjNC90L4g0L7Qv9Cw0YHQvdC+0Lwg0LfQsNC00LDQvdC40Lgu
VGhlIGNyZXcgaGVsZCB0aGVpciBuZXJ2ZSBhbmQgd2Fsa2VkIGl0IGJhY2sgYXQgdGhlIHRyaWdnZXIgbW9tZW50LCBkZWxpYmVyYXRlIGFuZCBjbGVhci1leWVkLiBObyBtb25leSwgYnV0IG5vIHJlZ3JldCBlaXRoZXI7IHRoZSBmaXhlciBuZXZlciBvZmZlcnMgYmxvb2Qgd29yayB0byB0aGlzIGNyZXcgb24gdGhpcyBwbGF0Zm9ybSBhZ2FpbiwgYW5kIGRpc2NpcGxpbmVkIHBhd25zIGNhcnJ5IGEgc21hbGwgc3RlYWR5LWhhbmQgbW9vZCBsaWZ0Lg==	0K3QutC40L/QsNC2INGB0LTQtdGA0LbQsNC70YHRjyDQuCDQstC10YDQvdGD0LvRgdGPINCyINC80L7QvNC10L3RgiDRgdC/0YPRgdC60LAsINC+0YHQvtC30L3QsNC90L3QviDQuCDRgSDRj9GB0L3Ri9C8INCy0LfQvtGA0L7QvC4g0JTQtdC90LXQsyDQvdC10YIsINC90L4g0Lgg0YHQvtC20LDQu9C10L3QuNC5INGC0L7QttC1INC90LXRgjsg0YDQtdC80L7QvdGC0L3QuNC6INCx0L7Qu9GM0YjQtSDQvdC40LrQvtCz0LTQsCDQvdC1INC/0YDQtdC00LvQvtC20LjRgiDQsNC90LDQu9C40Lcg0LrRgNC+0LLQuCDRjdGC0L7QuSDQutC+0LzQsNC90LTQtSDQvdCwINGN0YLQvtC5INC/0LvQsNGC0YTQvtGA0LzQtSwg0LAg0LTQuNGB0YbQuNC/0LvQuNC90LjRgNC+0LLQsNC90L3Ri9C1INC/0LXRiNC60Lgg0L3QtdGB0YPRgiDQvdC10LHQvtC70YzRiNC+0Lkg0YPRgdGC0L7QudGH0LjQstGL0Lkg0L/QvtC00YrQtdC8INC90LDRgdGC0YDQvtC10L3QuNGPLg==
